url,appId,title,summary,developer,icon,score,price,free
https://play.google.com/store/apps/details?id=com.wannadev.TheBestMakeupIdeas,com.wannadev.TheBestMakeupIdeas,The Best Makeup Ideas,look best Ideas!,KaninDEV,//lh3.googleusercontent.com/LuIUgg8SXqTYI4n-HXlOAyUADrZBKHxeMf5bJjvCgNjXt_-U4xMFHy-O77HlXVKEwg=w340,3.5,0,true
https://play.google.com/store/apps/details?id=com.quadraband.handacupuncture,com.quadraband.handacupuncture,Hand Massage,Hand massage is the most popular and proven healing massage in the world.,QUADRA BAND,//lh5.ggpht.com/clFJzdzJuHvf1Vk9yBz8KCkAaxO7VG19fj4uQZkolJKWS9rEOIavIgqSYPo3GwLyew=w340,3.5,0,true
https://play.google.com/store/apps/details?id=com.csitandroiddevelopers.sunstreetcenters,com.csitandroiddevelopers.sunstreetcenters,Sun Street Centers,,CSUMB Android Development Group,//lh6.ggpht.com/2hsDi6_AQQ8oiCnKMjAwK3HArOYKoF7I95YMr_S3QaIWkbwDq6uxpY22wf5SWPohsMI=w340,5,0,true
https://play.google.com/store/apps/details?id=com.mindspacetech.gr8magazine,com.mindspacetech.gr8magazine,GR8!,,SILVERPOINT PRESS,//lh3.ggpht.com/b5vb4M9IaYYIQO1C8iEredCZ2R11zd8UwdHj8C3PP83Mj54A312fRaglkws5kVz7we4=w340,4.2,0,true
https://play.google.com/store/apps/details?id=com.syntechcreative.thecall,com.syntechcreative.thecall,The Call WV,Resources at a local and state level to aid in the treatment and recovery,SynTech Creative,//lh3.googleusercontent.com/3mLarPZbIn3Xj_0hFBTBph8Fayn_WxmBFCUz2rnsjLORLLNDJmyfjnSyiISUsekRVFh1=w340,5,0,true
https://play.google.com/store/apps/details?id=com.mediatoolsstore.funnyvideos2016,com.mediatoolsstore.funnyvideos2016,Funny Videos 2016,Latest Funny Videos for your phone auto updated with hilarious and crazy stuff.,Media & Tools Store,//lh3.googleusercontent.com/srLmWqZZiCvGCfz61fNW6G3vq6owVQnwfVimef6xvTYcK_aJDLu9gksYR8E_Bq0fT_4=w340,3.5,0,true
https://play.google.com/store/apps/details?id=com.starkieapps.Alarmphone,com.starkieapps.Alarmphone,Alarm Touch - Phone,Anti-Theft-Alarm - with Don't Touch my phone app,starkieapps,//lh3.googleusercontent.com/oATva-CCG37_X58Wkp__btULZynq3iEDlGgfMHy-0uhaV6-pF5XdkKDe6_rA26cYfQ=w340,4.2,0,true
https://play.google.com/store/apps/details?id=com.fruits.and.vegetables.health.benefits,com.fruits.and.vegetables.health.benefits,Fruits&Vegetables Health Uses,This app describes many health benefits of fruits and vegetables.,ACIDapps,//lh3.googleusercontent.com/WfiBYzEkyFr87lY46XOQ3dtM49gayusR2qnVBU-XSmLSsJM6DpgeNL7NrXXL5PYAbgs=w340,4.6,0,true
https://play.google.com/store/apps/details?id=com.littlevideoapp.TurtlePressTaekwondo,com.littlevideoapp.TurtlePressTaekwondo,Taekwondo Skills and Drills,Fundamental taekwondo drills to take your performance to the next level,Vidapp,//lh3.googleusercontent.com/sOySSARwbCcrvdpC7w9gfAzypgTXPSzgFojGVG51_A4AkL4pksw1DVDJK0RhtpO-qA=w340,3.8,0,true
https://play.google.com/store/apps/details?id=com.xsound.auroragame,com.xsound.auroragame,Aurora: Quarantine,"An adventure game, merging the balance ball genre with an interesting story.",ForthWardStudios,//lh3.googleusercontent.com/LuIKXKHqeO5z_7VZfe2I9dpeQ7AkkQhLjosOFBwLSujTEXJoAA4b0T3HC50K269JUvI=w340,4.3,$0.99,false
https://play.google.com/store/apps/details?id=com.aten.AtenEserviceApp,com.aten.AtenEserviceApp,ATEN eService APP,ATEN eService APP can provide you ATEN support service anywhere you go!,"Aten International Co., Ltd. 宏正自動科技股份有限公司",//lh4.ggpht.com/6cY3yhcu0tzvJE0HVlZ8pRMllS8ETFxCAenUEkaEnKBRttK0aDMlVHpa_nAaPCpWWQ=w340,4,0,true
https://play.google.com/store/apps/details?id=labs.ChicksAttack,labs.ChicksAttack,Chicks Attack 3D FPS,Enjoy a crazy chicks fighting shooter 3D game - fire all your rotten eggs!,Coma Labs It,//lh5.ggpht.com/f4YHtlhUE0V9pQhOl6Wot9maOzhTbYJqTt-ywIkO_yOQ1s2B-5NmXkjWQZCk8DbTfQ=w340,4.4,0,true
https://play.google.com/store/apps/details?id=com.faiyyaz.flashblink,com.faiyyaz.flashblink,Flash Blink,Flash Blink- Now you can get your notifications through camera flashlight!,Faiyyaz Shaikh,//lh5.ggpht.com/h8_MfsBGsX3aghwMFHFjRsmOYhzxL22B7kNjzWogfvo4Xzcgkwk5fLDDxiIZ6ORjrVw=w340,4.3,0,true
https://play.google.com/store/apps/details?id=air.gloopahoop,air.gloopahoop,Gloop a Hoop,Welcome to Gloop Labs!,Away Media Ltd.,https://lh5.ggpht.com/PIHVAPfvEq931otFXSBTb1ZviDW52_5jvVyNRipZcQYudRs-UkybiI9y-d9kSld-ylDh=w340,3.3,0,true
https://play.google.com/store/apps/details?id=com.shopkhoj.shopkhojandroidapp,com.shopkhoj.shopkhojandroidapp,Shop Khoj The Shopping Guide,"We Search, You Shop - www.shopkhoj.com",ShopKhoj,//lh3.googleusercontent.com/s5njGITwEZO4QHoQ2iMHOu7JoU3K9bkLhQdfkjxQvUqa--Cm66qvEsQXf2G_bIG0EBA=w340,4.4,0,true
https://play.google.com/store/apps/details?id=View.StopSmoking.SangGeon.Cauly,View.StopSmoking.SangGeon.Cauly,금연 일지,May break with non-smoking,Best Choice,//lh3.ggpht.com/0beEYfNdaP1gNqH9xJfJ5RfkRm2s4vqyLEz4GtgjmGi2qDkeMJnLqF_hWIG2IVyHgqI=w340,4,0,true
https://play.google.com/store/apps/details?id=com.meilishuo.higo,com.meilishuo.higo,HIGO-海淘代购海外购物正品免税店！,"Sea Amoy purchasing genuine overseas duty-free shopping, the couple receive 518 yuan a red envelope",HIGO,//lh3.googleusercontent.com/pTT9H_MOxEalJffN_VgIWIBMoy0u4nzFmX51kPbwWBbLmFOrYDAGGIhpMOo3MaH0NXRN=w340,4.4,0,true
https://play.google.com/store/apps/details?id=com.tablish.mgname.etipbookelectricguitar,com.tablish.mgname.etipbookelectricguitar,eTipbook Electric Guitar,The must have app for all guitarists: the best guide to your instrument! ★★★★★,The Tipbook Company,//lh3.ggpht.com/hu047vu_-ZWvJyfRIGvY4XQ02FLEJuS-faokZaffEv3MuHPFkkeyFxB8xaSTagJOvOoj=w340,3.4,0,true
https://play.google.com/store/apps/details?id=com.imago.smartpaid,com.imago.smartpaid,Smart Medical Reference,"Lab Values, Drugs, Tests, Calculators, Spanish Dictionary and Terminology",Imago LLC,//lh4.ggpht.com/RoxQLnlVRI-pRdQNRyqSbi9OH8Wf_tG2OjULAGlj6PO3MjUlb0J8V4-75aKN0uaq7ZE=w340,4.1,$4.99,false
